
> cs348-project@0.1.0 sql
> tsx lib/sql/exec.ts --file=../../m2/feature1.sql

postgres url:  undefined
┌─────────┬────────────────────────────────────────┬────────────┬────────────────────────┬─────────────┬──────────────────────────┐
│ (index) │                user_id                 │  username  │         email          │   pw_hash   │        created_at        │
│   45    │ '829879e9-f590-4dc8-b392-a9ff41f35463' │ 'user_46'  │ 'user_46@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.390Z │
│   46    │ '2a5fe0ae-6e0b-475b-914d-a0e25838f0a8' │ 'user_47'  │ 'user_47@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.390Z │
│   47    │ '8a672a96-1888-4e89-a7d0-387a503f18df' │ 'user_48'  │ 'user_48@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.391Z │
│   48    │ '0654c204-3e4c-4348-a8ce-7ac4d1921ce2' │ 'user_49'  │ 'user_49@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.392Z │
│   49    │ '2b68ab8f-2199-4c84-b535-f83512ea57cf' │ 'user_50'  │ 'user_50@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.393Z │
│   50    │ '886b47ac-f14c-46aa-ba2d-fcaa14a10d94' │ 'user_51'  │ 'user_51@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.394Z │
│   51    │ '543ecd01-4826-4a6f-b746-5546d0aa8104' │ 'user_52'  │ 'user_52@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.394Z │
│   52    │ '6d37337b-9d9e-4af6-b39c-9deeedfcbec2' │ 'user_53'  │ 'user_53@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.395Z │
│   53    │ '97b7e844-4fff-4804-b0eb-e84431e76596' │ 'user_54'  │ 'user_54@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.396Z │
│   54    │ '9ab8c5f9-008f-475c-acdc-4565b5f47c93' │ 'user_55'  │ 'user_55@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.397Z │
│   55    │ '55a92205-fcfe-4fa0-972b-a042f2fec510' │ 'user_56'  │ 'user_56@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.400Z │
│   56    │ '81165151-9a5a-4962-92c3-d4727acc45ba' │ 'user_57'  │ 'user_57@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.400Z │
│   57    │ '544096f4-ae29-43c5-8e98-d7f4b7517a81' │ 'user_58'  │ 'user_58@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.401Z │
│   58    │ '8fdad554-d6da-4d47-9236-5a57d511584b' │ 'user_59'  │ 'user_59@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.401Z │
│   59    │ 'e8a92b1d-95a0-4640-8a2f-b59d0491248a' │ 'user_60'  │ 'user_60@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.401Z │
│   60    │ '3056abd1-74d0-47b0-9107-2f11c946fccc' │ 'user_61'  │ 'user_61@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.402Z │
│   61    │ '3a1ed3f9-f91a-4c74-9ceb-7021f18a4862' │ 'user_62'  │ 'user_62@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.402Z │
│   62    │ 'acf6f1e5-58fb-4c3a-9ce4-d50c4a84bd4f' │ 'user_63'  │ 'user_63@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.403Z │
│   63    │ 'acda6bf6-40bd-473f-bcf1-570c1116b222' │ 'user_64'  │ 'user_64@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.403Z │
│   64    │ 'dca3886c-ac96-444f-bdb6-f317ff8519e4' │ 'user_65'  │ 'user_65@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.403Z │
│   65    │ 'bfb580ab-226a-40e1-8f08-0c23ca614497' │ 'user_66'  │ 'user_66@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.403Z │
│   66    │ '1ae01638-ea14-4568-81c7-0c8746deb53a' │ 'user_67'  │ 'user_67@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.404Z │
│   67    │ '2fc8b460-70a1-4357-826a-0fc5502a8cbe' │ 'user_68'  │ 'user_68@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.404Z │
│   68    │ '3ae5dd15-ca3c-493d-9e84-776f4d8df333' │ 'user_69'  │ 'user_69@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.404Z │
│   69    │ '50d4f9e7-a04e-4a06-aa00-3b7468ca639f' │ 'user_70'  │ 'user_70@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.404Z │
│   70    │ 'ae03a627-92cb-4960-b767-bc2e287b144b' │ 'user_71'  │ 'user_71@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.404Z │
│   71    │ 'efa4f5fc-d67a-4dfb-b5f7-05fd2a2edc8f' │ 'user_72'  │ 'user_72@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.405Z │
│   72    │ '2276cd46-1f33-48eb-9b36-2503d9fb4a62' │ 'user_73'  │ 'user_73@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.405Z │
│   73    │ 'f828595e-9706-421b-9888-855d9f36d952' │ 'user_74'  │ 'user_74@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.405Z │
│   74    │ '4277f7f7-0583-4440-bb94-703abdca3f54' │ 'user_75'  │ 'user_75@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.406Z │
│   75    │ '657e8c20-6ebb-4d00-af6b-295f0ec78ea6' │ 'user_76'  │ 'user_76@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.406Z │
│   76    │ '31eddb4b-a808-4ef2-ba05-80fe71259782' │ 'user_77'  │ 'user_77@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.406Z │
│   77    │ '4c1d09d2-173e-4f78-8e04-cdf8812a7717' │ 'user_78'  │ 'user_78@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.406Z │
│   78    │ '00fdc345-d312-49be-8279-f96a748c73de' │ 'user_79'  │ 'user_79@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.407Z │
│   79    │ 'e60b08f6-8a1f-4496-b7bb-6e64c24f4a11' │ 'user_80'  │ 'user_80@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.407Z │
│   80    │ '729ca2e3-7f3c-46bf-bf86-8feb141f572d' │ 'user_81'  │ 'user_81@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.407Z │
│   81    │ '6765a1c5-0363-40d2-8c07-f48dfaa69de9' │ 'user_82'  │ 'user_82@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.407Z │
│   82    │ '60a5157c-17d3-4710-977e-8a34b3cee252' │ 'user_83'  │ 'user_83@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.408Z │
│   83    │ '98333dfd-55aa-455c-8774-3bfdd0987ae5' │ 'user_84'  │ 'user_84@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.408Z │
│   84    │ '32529202-789c-4a87-a26b-032a4690cca4' │ 'user_85'  │ 'user_85@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.408Z │
│   85    │ '422573fe-f391-4fc3-aa49-bd1f6e141ee9' │ 'user_86'  │ 'user_86@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.408Z │
│   86    │ '4ad8f795-de14-4f06-a3e0-385677c3085e' │ 'user_87'  │ 'user_87@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.408Z │
│   87    │ '6b22a78e-7103-4de8-9726-1642f73b5627' │ 'user_88'  │ 'user_88@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.409Z │
│   88    │ 'e7a73d86-3246-425b-93eb-5db881cb9134' │ 'user_89'  │ 'user_89@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.409Z │
│   89    │ 'b666ad39-b05d-40aa-8286-ff00301131c4' │ 'user_90'  │ 'user_90@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.410Z │
│   90    │ '5b0028f1-25f4-40d1-8786-a7cddf125313' │ 'user_91'  │ 'user_91@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.411Z │
│   91    │ '43e9ba30-7af7-44f8-92d2-bedb9853a152' │ 'user_92'  │ 'user_92@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.411Z │
│   92    │ '13cac900-96a4-40ea-b53a-f7f03befee8f' │ 'user_93'  │ 'user_93@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.411Z │
│   93    │ '107b9260-8f03-44b7-b6ab-e1e4767e7b6a' │ 'user_94'  │ 'user_94@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.412Z │
│   94    │ '17c6ab88-4079-46c3-bbf9-a08fc7d10a2e' │ 'user_95'  │ 'user_95@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.412Z │
│   95    │ 'b6f4bd3e-8f81-4a02-a315-444276ade18c' │ 'user_96'  │ 'user_96@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.412Z │
│   96    │ '65330df4-d8e2-4b0f-96c0-f5980d335b47' │ 'user_97'  │ 'user_97@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.412Z │
│   97    │ '32c5f652-bf1b-4c84-825a-5f6c3fd1dce3' │ 'user_98'  │ 'user_98@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.413Z │
│   98    │ '431659aa-e3d2-41f2-bfbf-a7423693587a' │ 'user_99'  │ 'user_99@example.com'  │ 'hashed_pw' │ 2025-07-08T21:00:17.413Z │
│   99    │ '39bbec2c-f2ef-4ed5-b254-df540a4b38d2' │ 'user_100' │ 'user_100@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.413Z │
│   100   │ 'c08ddb84-eb4a-4c52-9c9b-3a65a7073f69' │ 'user_101' │ 'user_101@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.413Z │
│   101   │ '581dcb98-61e7-481d-9335-f5b9c2443190' │ 'user_102' │ 'user_102@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.414Z │
│   102   │ '15c348e0-13a8-45e8-aaea-b5b13bca10cd' │ 'user_103' │ 'user_103@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.414Z │
│   103   │ 'a4be6f48-803f-461c-972e-8f62cd2e0f5f' │ 'user_104' │ 'user_104@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.414Z │
│   104   │ '32510092-2c4f-4f6d-aea1-e2bce1f5d188' │ 'user_105' │ 'user_105@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.414Z │
│   105   │ '85b2de1a-1f9c-492f-a8a2-302aebed2267' │ 'user_106' │ 'user_106@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.414Z │
│   106   │ '12212891-ed24-4bba-a74e-3b15a60ccef0' │ 'user_107' │ 'user_107@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.415Z │
│   107   │ 'dc509aed-6535-435c-9301-7fba9036788d' │ 'user_108' │ 'user_108@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.415Z │
│   108   │ '2c3a83de-551c-4c5a-a118-a20c6d5224ce' │ 'user_109' │ 'user_109@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.415Z │
│   109   │ '1c6e4799-ef42-4301-a054-0babb6c8e99b' │ 'user_110' │ 'user_110@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.416Z │
│   110   │ 'a3b34ba4-cfa8-4ea1-9690-faf2a04c6bd3' │ 'user_111' │ 'user_111@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.416Z │
│   111   │ '98c1ec3a-4fd0-41b1-a021-a966e77264ec' │ 'user_112' │ 'user_112@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.416Z │
│   112   │ 'aaf32923-93c1-4f71-948c-869c22aa6d32' │ 'user_113' │ 'user_113@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.416Z │
│   113   │ '2b63660d-9210-4698-8c81-c4c7fdf85bfe' │ 'user_114' │ 'user_114@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.416Z │
│   114   │ '59582a6f-a803-4956-bc8e-2021c9ad36b4' │ 'user_115' │ 'user_115@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.417Z │
│   115   │ 'ec5ddf86-1489-4a2f-852e-6fb2328b51d2' │ 'user_116' │ 'user_116@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.417Z │
│   116   │ '7a430963-5ee3-4698-a5fc-4a94e9c23f23' │ 'user_117' │ 'user_117@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.417Z │
│   117   │ 'd72663f7-e2b0-49b2-85dd-9afe72f0fb85' │ 'user_118' │ 'user_118@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.418Z │
│   118   │ '5300b81c-1eb4-4d16-848b-4021ddb57fb3' │ 'user_119' │ 'user_119@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.418Z │
│   119   │ '87880239-5a94-4155-bf28-f5976033b269' │ 'user_120' │ 'user_120@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.418Z │
│   120   │ 'a64ca6c0-5d90-4ffb-9b51-a2fd18b31274' │ 'user_121' │ 'user_121@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.418Z │
│   121   │ '5f280432-486a-46f3-9282-a92fc82f3a76' │ 'user_122' │ 'user_122@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.419Z │
│   122   │ '7b173f2e-c26f-45c9-944c-2f1f62a97027' │ 'user_123' │ 'user_123@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.419Z │
│   123   │ '8de241e6-4cb8-48cd-9b8a-642927667bb9' │ 'user_124' │ 'user_124@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.419Z │
│   124   │ '2217aded-5afb-4f2c-ba76-7c46350ae447' │ 'user_125' │ 'user_125@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.419Z │
│   125   │ 'e12f6be3-7a93-4713-891f-c8dbb612d304' │ 'user_126' │ 'user_126@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.420Z │
│   126   │ '0e6bba63-7e77-415c-8990-1a7546a6a7e9' │ 'user_127' │ 'user_127@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.420Z │
│   127   │ '3c0e60ee-0494-4d21-8d48-4d7e0abd2277' │ 'user_128' │ 'user_128@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.420Z │
│   128   │ '61cc1efe-4162-4776-8ed1-ea8c9bc6fe9d' │ 'user_129' │ 'user_129@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.420Z │
│   129   │ '63866dc2-0425-46c6-92d8-696b8c8d5159' │ 'user_130' │ 'user_130@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.420Z │
│   130   │ '4839b8d5-cd75-4e29-bd13-ce79f2edc164' │ 'user_131' │ 'user_131@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.421Z │
│   131   │ 'f15a2023-f2a1-40e4-b9ae-fc64b60e8b88' │ 'user_132' │ 'user_132@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.421Z │
│   132   │ '5d94b5a5-14f2-4a75-82cb-71349d791149' │ 'user_133' │ 'user_133@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.421Z │
│   133   │ '9b8b0ffd-c33a-4068-9c0f-ab7e83a411b7' │ 'user_134' │ 'user_134@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.421Z │
│   134   │ '6ade78db-418b-4eba-8700-f3ae8808cf5b' │ 'user_135' │ 'user_135@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.422Z │
│   135   │ '4605f8ba-42a3-48fb-9729-50b2b98a25ec' │ 'user_136' │ 'user_136@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.422Z │
│   136   │ '688e9d4b-dd56-42ff-bebc-2b152180a3bd' │ 'user_137' │ 'user_137@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.422Z │
│   137   │ '9b41efc1-3588-4e73-b72f-e23df57de785' │ 'user_138' │ 'user_138@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.423Z │
│   138   │ '080a714e-4b01-45d0-902c-995bba6f1c9f' │ 'user_139' │ 'user_139@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.423Z │
│   139   │ 'e9765e69-b99b-4c2f-823d-086254b03025' │ 'user_140' │ 'user_140@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.423Z │
│   140   │ '1a8ea922-f03d-438a-a4a8-8aac508a1e51' │ 'user_141' │ 'user_141@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.423Z │
│   141   │ '1e78d286-da55-49d5-bde9-ef909e97c3d5' │ 'user_142' │ 'user_142@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.425Z │
│   142   │ '109250cc-b17b-412b-a26e-19edbe577c8a' │ 'user_143' │ 'user_143@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.425Z │
│   143   │ 'fbf5f862-701f-4b6a-afd1-5d0307b70d56' │ 'user_144' │ 'user_144@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.426Z │
│   144   │ 'f62c43b4-0168-4347-b23a-f920061b6462' │ 'user_145' │ 'user_145@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.426Z │
│   145   │ 'd04779b6-4bf9-4853-b7d2-e4d3a978da73' │ 'user_146' │ 'user_146@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.427Z │
│   146   │ 'bbe254f7-1940-431c-89bf-e78a850c2e05' │ 'user_147' │ 'user_147@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.427Z │
│   147   │ '35d014f6-e0b7-42fb-82c5-80b3c0cbef35' │ 'user_148' │ 'user_148@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.427Z │
│   148   │ 'f8b4fd8e-749a-4c2e-9cff-1ef4c5b77397' │ 'user_149' │ 'user_149@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.428Z │
│   149   │ '57f2b253-905b-4ba5-96b0-991d0c44b2f7' │ 'user_150' │ 'user_150@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.428Z │
│   150   │ '1cc00284-cacf-4ea2-87b6-c9c1eb466c08' │ 'user_151' │ 'user_151@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.428Z │
│   151   │ 'cf052f83-29c6-4178-a0f4-e52602fc978a' │ 'user_152' │ 'user_152@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.429Z │
│   152   │ '42fbfd21-e761-4bad-bb2e-a526d60a7c5e' │ 'user_153' │ 'user_153@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.429Z │
│   153   │ '39434eed-888f-4b1b-aa96-17e38d2f036f' │ 'user_154' │ 'user_154@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.429Z │
│   154   │ '367879ec-08af-4a55-bcf1-e8cd03476e28' │ 'user_155' │ 'user_155@example.com' │ 'hashed_pw' │ 2025-07-08T21:00:17.429Z │
